repo,agent,rel_path,skill_dir,yaml_name,size_lines,commit_hash,commit_date,commit_message,has_acf_cochange,total_cochanged,provenance_auto,provenance_lana,notes
allenai/open-instruct,Claude_Code,.claude/skills/monitor-experiment/SKILL.md,.claude/skills,monitor-experiment,37,a078cd1ca1d7,1/6/2026,"Adds a `index` field to the cached dataset, making it possible to identify unique rows across shards.  (#1300)",FALSE,12,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
allenai/open-instruct,Claude_Code,.claude/skills/update-pr-body/SKILL.md,.claude/skills,update-pr-body,67,10e7eeea1e2e,1/15/2026,Add Claude skill for updating PR body (#1373),FALSE,1,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
ant-design/ant-design-pro,Copilot,.claude/skills/antd/SKILL.md,.claude/skills,antd,236,289ec388700a,4/30/2026,docs: add CLAUDE.md and AGENTS.md for AI coding agent guidance (#11727),TRUE,5,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
ant-design/ant-design-pro,Copilot,.claude/skills/pro-upgrade/SKILL.md,.claude/skills,pro-upgrade,166,5dc620868820,5/21/2026,feat: add pro-upgrade skill for AI-assisted project upgrades (#11801),TRUE,5,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
apache/pinot,OpenAI_Codex,.claude/skills/bench-compare/SKILL.md,.claude/skills,bench-compare,25,e217ca3f0989,4/21/2026,Add Claude Code skills for common developer workflows (#18276),FALSE,7,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
apache/pinot,OpenAI_Codex,.claude/skills/flaky-analyze/SKILL.md,.claude/skills,flaky-analyze,25,e217ca3f0989,4/21/2026,Add Claude Code skills for common developer workflows (#18276),FALSE,7,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
apache/pinot,OpenAI_Codex,.claude/skills/precommit/SKILL.md,.claude/skills,precommit,25,e217ca3f0989,4/21/2026,Add Claude Code skills for common developer workflows (#18276),FALSE,7,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
artsy/eigen,Claude_Code,.claude/skills/bump-ios-version/SKILL.md,.claude/skills,bump-ios-version,124,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
artsy/eigen,Claude_Code,.claude/skills/creating-screens/SKILL.md,.claude/skills,creating-screens,68,77ce0fa38170,2/2/2026,chore: try claude skills (#13126),FALSE,7,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
artsy/eigen,Claude_Code,.claude/skills/eigen-testing/SKILL.md,.claude/skills,eigen-testing,126,77ce0fa38170,2/2/2026,chore: try claude skills (#13126),FALSE,7,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
artsy/force,Claude_Code,.claude/skills/adding-a-new-app-route/SKILL.md,.claude/skills,adding-a-new-app-route,52,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
artsy/force,Claude_Code,.claude/skills/beep/SKILL.md,.claude/skills,beep,12,ef1fa914a4ae,1/27/2026,feat(claude): add agent skill for wiring up a new app and route (#16666),TRUE,14,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
artsy/force,Claude_Code,.claude/skills/fix-sentry-issue/SKILL.md,.claude/skills,fix-sentry-issue,134,2e39941d8978,5/20/2026,feat: add fix-sentry-issue agent skill,FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
assistant-ui/assistant-ui,OpenAI_Codex,.claude/skills/tap/SKILL.md,.claude/skills,tap,242,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
assistant-ui/assistant-ui,OpenAI_Codex,.claude/skills/update-deps/SKILL.md,.claude/skills,update-deps,122,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
aztfmod/terraform-provider-azurecaf,Copilot,.github/skills/azure-caf-sync/SKILL.md,.github/skills,azure-caf-sync,61,575609f79f84,3/23/2026,Add new skills and workflows for resource management and testing,TRUE,36,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
aztfmod/terraform-provider-azurecaf,Copilot,.github/skills/azure-naming-research/SKILL.md,.github/skills,azure-naming-research,45,ce841511c5bf,2/17/2026,Add skills and templates for Azure naming research and resource definition management,FALSE,8,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
aztfmod/terraform-provider-azurecaf,Copilot,.github/skills/azure-resource-discovery/SKILL.md,.github/skills,azure-resource-discovery,87,575609f79f84,3/23/2026,Add new skills and workflows for resource management and testing,TRUE,36,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
azure-ai-foundry/foundry-samples,Copilot,samples/python/hosted-agents/bring-your-own/invocations/claude-agent-sdk/.claude/skills/joke/SKILL.md,.claude/skills,joke,10,fe26be96ca0a,5/11/2026,feat(samples): add initial Claude Agent SDK invocations sample for Mi… (#253),FALSE,10,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
benbalter/wordpress-to-jekyll-exporter,Copilot,.github/skills/wp-phpstan/SKILL.md,.github/skills,wp-phpstan,98,6257c0fa4144,4/28/2026,Audit project against WordPress agent skills,FALSE,28,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
benbalter/wordpress-to-jekyll-exporter,Copilot,.github/skills/wp-plugin-development/SKILL.md,.github/skills,wp-plugin-development,113,6257c0fa4144,4/28/2026,Audit project against WordPress agent skills,FALSE,28,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
benbalter/wordpress-to-jekyll-exporter,Copilot,.github/skills/wp-wpcli-and-ops/SKILL.md,.github/skills,wp-wpcli-and-ops,124,6257c0fa4144,4/28/2026,Audit project against WordPress agent skills,FALSE,28,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
browseros-ai/BrowserOS,Copilot,.claude/skills/ask-internal/SKILL.md,.claude/skills,ask-internal,153,1ff92c44b3dd,4/30/2026,"feat(internal-docs): scaffold private docs submodule, skills, sync action (#894)",FALSE,7,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
browseros-ai/BrowserOS,Copilot,.claude/skills/brainstorming/SKILL.md,.claude/skills,sup-brainstorming,165,1c8edee55791,4/15/2026,feat: add project-level Claude Code skills for team (#709),FALSE,47,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
browseros-ai/BrowserOS,Copilot,.claude/skills/dispatching-parallel-agents/SKILL.md,.claude/skills,sup-dispatching-parallel-agents,183,1c8edee55791,4/15/2026,feat: add project-level Claude Code skills for team (#709),FALSE,47,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
bruin-data/bruin,OpenAI_Codex,.claude/skills/humanizer/SKILL.md,.claude/skills,humanizer,560,f0a61750e81d,5/22/2026,docs(cloud): redesign Bruin Cloud section and align labels with current UI (#2078),FALSE,40,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
buger/probe,Claude_Code,test_data/skills/.claude/skills/no-name/SKILL.md,.claude/skills,,6,c42f6cb4c62c,1/27/2026,Add repo-local agent skills support (#354),FALSE,20,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
buger/probe,Claude_Code,test_data/skills/.claude/skills/valid-skill/SKILL.md,.claude/skills,valid-skill,7,c42f6cb4c62c,1/27/2026,Add repo-local agent skills support (#354),FALSE,20,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
buger/probe,Claude_Code,test_data/skills/.codex/skills/invalid-name/SKILL.md,.codex/skills,InvalidName,7,c42f6cb4c62c,1/27/2026,Add repo-local agent skills support (#354),FALSE,20,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
chsami/Microbot,OpenAI_Codex,.claude/skills/debug/SKILL.md,.claude/skills,debug,230,03748ec0d33e,4/18/2026,fix(magic): decompose combo runes into base rune contributions,FALSE,2,scratch_likely,scratch,Automatic signal and commit metadata suggest project-specific creation.
cloudposse/atmos,OpenAI_Codex,.claude/skills/docs/SKILL.md,.claude/skills,docs,88,357464e0aa45,5/21/2026,Add toolchain package verification (#2415),FALSE,47,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
cloudposse/atmos,OpenAI_Codex,.claude/skills/pull-request/SKILL.md,.claude/skills,pull-request,224,86c1e969bb92,5/17/2026,feat(claude): add pull-request skill for labeling + changelog + roadmap workflow (#2424),TRUE,2,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
collinbarrett/FilterLists,Copilot,.github/skills/commit/SKILL.md,.github/skills,commit,180,1884f825634f,5/24/2026,feat: ✨ 🧑‍💻 🤖 add execution-first /commit skill,FALSE,2,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
cybersemics/em,Copilot,.github/skills/browser-control-chrome/SKILL.md,.github/skills,browser-control-chrome,53,f55c70516f96,5/27/2026,feat(skills): give the agent iOS automation via BrowserStack App Automate (#4310),FALSE,10,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
cybersemics/em,Copilot,.github/skills/browser-control-ios-touch-fallback/SKILL.md,.github/skills,browser-control-ios-touch-fallback,110,f55c70516f96,5/27/2026,feat(skills): give the agent iOS automation via BrowserStack App Automate (#4310),FALSE,10,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
cybersemics/em,Copilot,.github/skills/browser-control-ios/SKILL.md,.github/skills,browser-control-ios,130,f55c70516f96,5/27/2026,feat(skills): give the agent iOS automation via BrowserStack App Automate (#4310),FALSE,10,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
d-kuro/gwq,Claude_Code,.claude/skills/release-gwq/SKILL.md,.claude/skills,release-gwq,202,3548f8c894a1,3/18/2026,"docs: add CLAUDE.md and release skill, remove RELEASING.md",TRUE,3,from_acf_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
dailydotdev/apps,Cursor,.claude/skills/changelog/SKILL.md,.claude/skills,changelog,162,a997d2e3fba4,1/11/2026,chore: add changelog writing guide to project documentation,FALSE,2,scratch_likely,scratch,Automatic signal and commit metadata suggest project-specific creation.
dailydotdev/apps,Cursor,.claude/skills/recruiter/SKILL.md,.claude/skills,recruiter,69,b258a8988696,1/4/2026,feat: add recruiter persona skill for Claude Code (#5226),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
dailydotdev/apps,Cursor,.claude/skills/respectfully/SKILL.md,.claude/skills,respectfully,10,c40ca5bf9b25,1/23/2026,chore(claude): add respectfully skill,FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
databuddy-analytics/Databuddy,OpenAI_Codex,.cursor/skills/databuddy/SKILL.md,.cursor/skills,databuddy,294,00e0af75a990,1/20/2026,skills,FALSE,7,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
dcSpark/shinkai-local-ai-agents,OpenAI_Codex,.cursor/skills/frontend-design/SKILL.md,.cursor/skills,frontend-design,40,083fc2614f02,1/27/2026,feat: delete multiple chats (#1151),FALSE,17,marketplace_signal,marketplace,Known reusable skill name or OpenSpec skill pattern.
deco-cx/chat,Cursor,.cursor/skills/add-mcp-tools/SKILL.md,.cursor/skills,add-mcp-tools,395,fe37ecf048ec,12/12/2025,[feat]: Default MCPs on org creation (#1997),FALSE,29,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
deco-cx/chat,Cursor,.cursor/skills/commit/SKILL.md,.cursor/skills,commit,41,3bf9f4f5c382,2/3/2026,feat(dx): enhance PR template and commit workflow (#2380),FALSE,2,scratch_likely,scratch,Automatic signal and commit metadata suggest project-specific creation.
deco-cx/chat,Cursor,.cursor/skills/respond-to-pr-review/SKILL.md,.cursor/skills,respond-to-pr-review,123,b9034bf95c17,3/6/2026,feat(skills): add respond-to-pr-review skill (#2604),FALSE,1,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
dlt-hub/dlt,OpenAI_Codex,.claude/skills/auto-docstring-rules/SKILL.md,.claude/skills,auto-docstring-rules,7,48aeda04644c,2/18/2026,setups claude and contine agents (#3622),TRUE,68,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
dlt-hub/dlt,OpenAI_Codex,.claude/skills/auto-import-rules/SKILL.md,.claude/skills,auto-import-rules,7,48aeda04644c,2/18/2026,setups claude and contine agents (#3622),TRUE,68,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
dlt-hub/dlt,OpenAI_Codex,.claude/skills/auto-write-test-rules/SKILL.md,.claude/skills,auto-write-test-rules,7,48aeda04644c,2/18/2026,setups claude and contine agents (#3622),TRUE,68,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
dotnet/Nerdbank.GitVersioning,Copilot,.github/skills/update-library-template/SKILL.md,.github/skills,update-library-template,68,c8b42f289002,2/8/2026,Add Copilot prompt to automate Library.Template updates,FALSE,2,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
dotnet/SqlClient,Copilot,.github/skills/fetch-milestone-prs/SKILL.md,.github/skills,fetch-milestone-prs,136,569ada7e6c93,3/5/2026,Preview4 release notes (#3992),FALSE,17,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
dotnet/SqlClient,Copilot,.github/skills/generate-mstest-filter/SKILL.md,.github/skills,generate-mstest-filter,234,f06e783e97f8,2/12/2026,AI | Add initial prompts and skills (#3943),FALSE,11,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
dotnet/android,Copilot,.github/skills/android-reviewer/SKILL.md,.github/skills,android-reviewer,127,8e27f604c4bc,3/12/2026,[skills] Add android-reviewer skill for PR code reviews (#10918),FALSE,4,unknown,scratch,Commit message explicitly introduces or updates project-specific skill files.
dotnet/android,Copilot,.github/skills/azdo-build-investigator/SKILL.md,.github/skills,azdo-build-investigator,117,fe5138d3ac3c,3/4/2026,[skills] Add AZDO build investigator skill (#10885),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
dotnet/android,Copilot,.github/skills/ci-status/SKILL.md,.github/skills,ci-status,308,dc9c85bac461,3/30/2026,[skills] Add `ci-status` skill for PR build investigation (#11024),TRUE,4,from_acf_signal,from_acf,"ACF co-changed with skill introduction, suggesting ACF-derived or ACF-synchronized skill."
dotnet/core,Copilot,.github/skills/api-diff/SKILL.md,.github/skills,api-diff,90,d83dc0af81a0,2/20/2026,RunApiDiff script and documentation improvements (#10241),FALSE,3,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
dotnet/core,Copilot,.github/skills/editorial-scoring/SKILL.md,.github/skills,editorial-scoring,111,3dfeeca6e9a5,4/6/2026,Add release notes agentic workflow (#10334),FALSE,33,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
dotnet/core,Copilot,.github/skills/generate-changes/SKILL.md,.github/skills,generate-changes,130,3dfeeca6e9a5,4/6/2026,Add release notes agentic workflow (#10334),FALSE,33,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
dotnet/dev-proxy,Copilot,.github/skills/publish-to-winget/SKILL.md,.github/skills,publish-to-winget,248,7cf3a23692fe,5/15/2026,Update Copilot instructions for winget release process and add publish-to-winget skill documentation (#1665),TRUE,2,from_acf_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
dotnet/dev-proxy,Copilot,.github/skills/upgrade-devproxy-version/SKILL.md,.github/skills,upgrade-devproxy-version,173,836b3e4c9f60,1/8/2026,Upgrades version to v2.1.0 (#1488),FALSE,57,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
dotnet/diagnostics,Copilot,.github/skills/release-notes/SKILL.md,.github/skills,release-notes,102,32fdb4e0a852,4/27/2026,Add simple release note creation skill (#5813),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
dotnet/docs-desktop,Copilot,.github/skills/redirect-article/SKILL.md,.github/skills,redirect-article,109,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/docs-desktop,Copilot,.github/skills/sort-redirects/SKILL.md,.github/skills,sort-redirects,43,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/dotnet-docker,Copilot,.github/skills/backport-changes/SKILL.md,.github/skills,backport-changes,55,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/dotnet-docker,Copilot,.github/skills/create-public-release-pr/SKILL.md,.github/skills,create-public-release-pr,26,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/dotnet-docker,Copilot,.github/skills/merge-main-to-nightly/SKILL.md,.github/skills,merge-main-to-nightly,31,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/extensions,Copilot,.github/skills/prepare-release/SKILL.md,.github/skills,prepare-release,130,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/extensions,Copilot,.github/skills/run-apichief/SKILL.md,.github/skills,,16,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/extensions,Copilot,.github/skills/update-otel-genai-conventions/SKILL.md,.github/skills,update-otel-genai-conventions,203,6daeea12c392,5/1/2026,Update OpenTelemetry gen-ai conventions through v1.41 (#7497),FALSE,31,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
dotnet/java-interop,Copilot,.github/skills/build-and-test/SKILL.md,.github/skills,build-and-test,86,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/java-interop,Copilot,.github/skills/java-interop-reviewer/SKILL.md,.github/skills,java-interop-reviewer,125,97cb1a4dc224,5/5/2026,[copilot] Add `java-interop-reviewer` skill for PR code reviews (#1417),FALSE,9,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
dotnet/machinelearning,Copilot,.github/skills/code-testing-agent/SKILL.md,.github/skills,code-testing-agent,133,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/msbuild,Copilot,.github/skills/assessing-breaking-changes/SKILL.md,.github/skills,assessing-breaking-changes,89,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/msbuild,Copilot,.github/skills/authoring-errors-and-warnings/SKILL.md,.github/skills,authoring-errors-and-warnings,136,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/msbuild,Copilot,.github/skills/changewaves/SKILL.md,.github/skills,changewaves,75,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dotnet/source-build,Copilot,.github/skills/triage/SKILL.md,.github/skills,triage,383,5ab9284f8dba,5/15/2026,Add Copilot triage skill (#5564),FALSE,2,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
dropseed/plain,OpenAI_Codex,.claude/skills/plain-bug/SKILL.md,.claude/skills,plain-bug,76,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
dropseed/plain,OpenAI_Codex,.claude/skills/plain-guide/SKILL.md,.claude/skills,plain-guide,43,16597aa560af,3/16/2026,Add /plain-guide skill for researching framework questions,FALSE,2,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
dropseed/plain,OpenAI_Codex,.claude/skills/plain-install/SKILL.md,.claude/skills,plain-install,27,b592c32cb99f,1/12/2026,Try converting AGENTS.md to skills,TRUE,33,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
elie222/inbox-zero,Cursor,.claude/skills/address-pr-comments/SKILL.md,.claude/skills,address-pr-comments,96,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
elie222/inbox-zero,Cursor,.claude/skills/agent-browser/SKILL.md,.claude/skills,agent-browser,687,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
elie222/inbox-zero,Cursor,.claude/skills/changelog/SKILL.md,.claude/skills,changelog,79,fec97f6ae544,3/9/2026,Add changelog page to documentation (#1828),FALSE,3,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
elixr-games/elics,OpenAI_Codex,.claude/skills/dep-update/SKILL.md,.claude/skills,dep-update,123,e8441a223c35,2/23/2026,chore: add dep-update skill for automated dependency merging,FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
elsa-workflows/elsa-core,Copilot,.claude/skills/greploop/SKILL.md,.claude/skills,greploop,424,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
elsa-workflows/elsa-core,Copilot,.claude/skills/speckit-analyze/SKILL.md,.claude/skills,speckit-analyze,192,ea8f326f9e3c,3/8/2026,docs: ratify constitution v1.0.0 (7 principles from codebase analysis),FALSE,31,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
elsa-workflows/elsa-core,Copilot,.claude/skills/speckit-checklist/SKILL.md,.claude/skills,speckit-checklist,302,ea8f326f9e3c,3/8/2026,docs: ratify constitution v1.0.0 (7 principles from codebase analysis),FALSE,31,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
enviodev/hyperindex,OpenAI_Codex,.claude/skills/ci/SKILL.md,.claude/skills,ci,81,fe692c5c9b3b,3/4/2026,Add CI investigation skill documentation (#1013),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
enviodev/hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/envio-docs/SKILL.md,.claude/skills,envio-docs,15,d60026800f74,5/25/2026,Add tools command for searching and fetching Envio docs (#1237),FALSE,26,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
enviodev/hyperindex,OpenAI_Codex,packages/cli/templates/static/shared/.claude/skills/indexer-blocks/SKILL.md,.claude/skills,indexer-blocks,72,d953072aafc4,2/18/2026,"Add AGENTS.md + CLAUDE.md, update Cursor/Claude rules for V3 (#952)",TRUE,22,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
evstack/ev-node,Copilot,.claude/skills/ev-node-explainer/SKILL.md,.claude/skills,ev-node-explainer,241,8bf66e2b2101,1/13/2026,chore: create onboarding skill  (#2971),FALSE,6,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
facet-rs/facet,OpenAI_Codex,.claude/skills/debug-with-valgrind/SKILL.md,.claude/skills,debug-with-valgrind,63,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
facet-rs/facet,OpenAI_Codex,.claude/skills/jit-overview/SKILL.md,.claude/skills,jit-overview,70,40de5ac349e4,1/1/2026,"Add captain mention, jit-overview skill",TRUE,2,from_acf_signal,from_acf,"ACF co-changed with skill introduction, suggesting ACF-derived or ACF-synchronized skill."
facet-rs/facet,OpenAI_Codex,.claude/skills/reproduce-reduce-regress/SKILL.md,.claude/skills,reproduce-reduce-regress,62,4c51289ce0e1,12/22/2025,Fix facet-toml to handle nested table headers in array-of-tables,FALSE,3,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
gacela-project/gacela,OpenAI_Codex,.claude/skills/benchmark/SKILL.md,.claude/skills,,43,f7b85a356db0,4/12/2026,chore: add Claude Code project configuration,TRUE,17,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
gacela-project/gacela,OpenAI_Codex,.claude/skills/changelog/SKILL.md,.claude/skills,,31,f7b85a356db0,4/12/2026,chore: add Claude Code project configuration,TRUE,17,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
gacela-project/gacela,OpenAI_Codex,.claude/skills/commit/SKILL.md,.claude/skills,,64,f7b85a356db0,4/12/2026,chore: add Claude Code project configuration,TRUE,17,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
getsentry/sentry-java,Cursor,.claude/skills/btrace-perfetto/SKILL.md,.claude/skills,btrace-perfetto,304,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
getsentry/sentry-java,Cursor,.claude/skills/check-code-attribution/SKILL.md,.claude/skills,check-code-attribution,245,c3ee041489d8,5/21/2026,chore(ai): Add check-code-attribution skill (JAVA-499) (#5449),TRUE,19,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
getsentry/sentry-java,Cursor,.claude/skills/create-java-pr/SKILL.md,.claude/skills,create-java-pr,218,8124101b6449,3/2/2026,chore(ai): Add `/create-java-pr` Claude Code skill (#5119),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
getsentry/sentry-unreal,Cursor,.claude/skills/pack/SKILL.md,.claude/skills,pack,19,d8d48c2cb2b5,3/6/2026,"chore: Add Claude Code skills for build, test and packaging workflows (#1266)",TRUE,6,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
getsentry/sentry-unreal,Cursor,.claude/skills/ue-build/SKILL.md,.claude/skills,ue-build,48,d8d48c2cb2b5,3/6/2026,"chore: Add Claude Code skills for build, test and packaging workflows (#1266)",TRUE,6,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
getsentry/sentry-unreal,Cursor,.claude/skills/ue-integration-test/SKILL.md,.claude/skills,ue-integration-test,98,d8d48c2cb2b5,3/6/2026,"chore: Add Claude Code skills for build, test and packaging workflows (#1266)",TRUE,6,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
giselles-ai/giselle,Claude_Code,.claude/skills/add-model/SKILL.md,.claude/skills,add-model,91,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
gitkraken/vscode-gitlens,Copilot,.claude/skills/a11y-audit/SKILL.md,.claude/skills,a11y-audit,250,e1f22febe892,4/24/2026,Adds a11y agent skills,TRUE,28,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
gitkraken/vscode-gitlens,Copilot,.claude/skills/a11y-flow-audit/SKILL.md,.claude/skills,a11y-flow-audit,288,e1f22febe892,4/24/2026,Adds a11y agent skills,TRUE,28,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
gitkraken/vscode-gitlens,Copilot,.claude/skills/a11y-remediate/SKILL.md,.claude/skills,a11y-remediate,294,e1f22febe892,4/24/2026,Adds a11y agent skills,TRUE,28,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
go-vikunja/vikunja,Copilot,.claude/skills/crudable/SKILL.md,.claude/skills,crudable,50,6779e48906fc,4/23/2026,feat(agents): add crudable skill for CRUDable + permissions guidance,FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
go-vikunja/vikunja,Copilot,.claude/skills/migration/SKILL.md,.claude/skills,migration,56,0cccaf6e5a74,4/23/2026,feat(agents): add migration skill for DB migration safety,FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
gustavoguichard/string-ts,OpenAI_Codex,.claude/skills/string-ts-usage/SKILL.md,.claude/skills,string-ts-usage,324,f8b195aa4fff,3/17/2026,docs: add Claude Code skill for string-ts usage guide (#293),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
halo-dev/halo,Copilot,.claude/skills/openspec-apply-change/SKILL.md,.claude/skills,openspec-apply-change,157,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
halo-dev/halo,Copilot,.claude/skills/openspec-archive-change/SKILL.md,.claude/skills,openspec-archive-change,115,8b4349270ca0,5/9/2026,chore: add openspec integration and update contributing guide (#9970),FALSE,23,marketplace,marketplace,Known reusable skill name or OpenSpec skill pattern.
halo-dev/halo,Copilot,.claude/skills/openspec-explore/SKILL.md,.claude/skills,openspec-explore,289,8b4349270ca0,5/9/2026,chore: add openspec integration and update contributing guide (#9970),FALSE,23,marketplace,marketplace,Known reusable skill name or OpenSpec skill pattern.
hathach/tinyusb,OpenAI_Codex,.claude/skills/code-size/SKILL.md,.claude/skills,code-size,77,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
